flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,4.408181818181817,2.516836461126005,4.418224043715847
flow2,4.515852272727273,2.4376549865229107,4.465054644808743
flow3,4.420795454545455,2.428950863213811,4.3699180327868845
flow4,4.734488636363636,2.483297587131367,4.234617486338798
flow5,4.404488636363637,2.4402807486631013,4.290109289617486
flow6,4.1890909090909085,2.430323886639676,4.345765027322405
flow7,4.565511363636364,2.528384512683578,4.406939890710382
flow8,4.396477272727273,2.456728232189973,4.312950819672131
flow9,4.532443181818182,2.4015220293724964,4.271584699453552
flow10,4.484943181818182,2.398452220726783,4.419453551912568
flow11,4.307045454545454,2.443458445040214,4.355792349726776
flow12,4.387840909090909,2.3728571428571423,4.258661202185793
flow13,4.303579545454545,2.4566933333333325,4.451174863387979
flow14,4.30375,2.412878179384203,4.378497267759562
flow15,4.535284090909091,2.427533692722372,4.32879781420765
flow16,4.208579545454546,2.398438761776581,4.359918032786886
