device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,4.546120689655172,3.1874482615894038,4.418412698412698
flow_2,5.29698275862069,3.1835086992543493,4.2409920634920635
flow_3,5.049396551724137,3.204440074518733,4.278095238095238
flow_4,4.762155172413792,3.172880794701987,4.261111111111111
ALL_DEVICES,4.9136637931034475,3.187069457516118,4.299652777777778
