flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,5.18875,3.1231999999999998,4.650533333333333
flow2,4.454166666666667,3.2009797297297298,4.615333333333335
flow3,4.385833333333333,3.058939899833055,4.268133333333333
flow4,4.47625,3.135404503753127,4.198533333333333
flow5,4.345833333333333,3.1275523889354564,4.267733333333332
flow6,5.235416666666667,3.084465776293823,4.593866666666667
flow7,3.9599999999999995,3.171894824707846,4.49
flow8,4.114583333333333,3.110558333333333,4.247066666666666
flow9,11.014285714285718,8.862109004739336,8.861052631578948
flow10,8.368888888888888,6.790697674418604,6.778723404255315
flow11,9.793333333333331,7.85642857142857,7.819230769230767
flow12,13.161538461538461,10.49971590909091,10.5
flow13,5.130833333333333,3.1106338615512925,4.051999999999999
flow14,4.442916666666666,3.1288879598662205,5.039066666666666
flow15,4.899583333333333,3.101427378964941,4.177199999999999
flow16,4.815,3.1134848484848483,4.4479999999999995
