iteration,start_time,end_time,duration
1,2025-05-01T12:35:37.606426,2025-05-01T12:35:55.499002,17.89
2,2025-05-01T12:35:58.502421,2025-05-01T12:36:13.415927,14.91
3,2025-05-01T12:36:16.418269,2025-05-01T12:36:27.666763,11.25
4,2025-05-01T12:36:30.666967,2025-05-01T12:36:48.713226,18.05
5,2025-05-01T12:36:51.714313,2025-05-01T12:37:01.489853,9.78
6,2025-05-01T12:37:04.492712,2025-05-01T12:37:20.716040,16.22
7,2025-05-01T12:37:23.716195,2025-05-01T12:37:44.681187,20.96
8,2025-05-01T12:37:47.682244,2025-05-01T12:38:05.006880,17.32
9,2025-05-01T12:38:08.007046,2025-05-01T12:38:25.275749,17.27
10,2025-05-01T12:38:28.279075,2025-05-01T12:38:47.464829,19.19
11,2025-05-01T12:38:50.466333,2025-05-01T12:39:07.362847,16.9
12,2025-05-01T12:39:10.364671,2025-05-01T12:39:25.929708,15.57
13,2025-05-01T12:39:28.930298,2025-05-01T12:39:45.110135,16.18
14,2025-05-01T12:39:48.110276,2025-05-01T12:40:06.020515,17.91
15,2025-05-01T12:40:09.021133,2025-05-01T12:40:26.986957,17.97
16,2025-05-01T12:40:29.987119,2025-05-01T12:40:48.563288,18.58
17,2025-05-01T12:40:51.566267,2025-05-01T12:41:08.127559,16.56
18,2025-05-01T12:41:11.130267,2025-05-01T12:41:30.752175,19.62
19,2025-05-01T12:41:33.754254,2025-05-01T12:41:49.251553,15.5
20,2025-05-01T12:41:52.254268,2025-05-01T12:42:07.845261,15.59
