iteration,start_time,end_time,duration
1,2025-05-01T15:51:48.355465,2025-05-01T15:52:42.846442,54.49
2,2025-05-01T15:52:47.850257,2025-05-01T15:53:41.401662,53.55
3,2025-05-01T15:53:46.406754,2025-05-01T15:54:38.813060,52.41
4,2025-05-01T15:54:43.814332,2025-05-01T15:55:35.218720,51.4
5,2025-05-01T15:55:40.222269,2025-05-01T15:56:31.080626,50.86
6,2025-05-01T15:56:36.082491,2025-05-01T15:57:29.382861,53.3
7,2025-05-01T15:57:34.385915,2025-05-01T15:58:29.596204,55.21
8,2025-05-01T15:58:34.600223,2025-05-01T15:59:31.037352,56.44
9,2025-05-01T15:59:36.037651,2025-05-01T16:00:33.603591,57.57
10,2025-05-01T16:00:38.603898,2025-05-01T16:01:38.338826,59.73
11,2025-05-01T16:01:43.343029,2025-05-01T16:02:41.625804,58.28
12,2025-05-01T16:02:46.628135,2025-05-01T16:03:39.268883,52.64
13,2025-05-01T16:03:44.269257,2025-05-01T16:04:39.121679,54.85
14,2025-05-01T16:04:44.126112,2025-05-01T16:05:34.184454,50.06
15,2025-05-01T16:05:39.186269,2025-05-01T16:06:33.060101,53.87
16,2025-05-01T16:06:38.065224,2025-05-01T16:07:35.806528,57.74
17,2025-05-01T16:07:40.812092,2025-05-01T16:08:40.137420,59.33
18,2025-05-01T16:08:45.142245,2025-05-01T16:09:44.804579,59.66
19,2025-05-01T16:09:49.808985,2025-05-01T16:10:46.120349,56.31
20,2025-05-01T16:10:51.122256,2025-05-01T16:11:41.062705,49.94
