iteration,start_time,end_time,duration
1,2025-05-01T12:35:35.429736,2025-05-01T12:35:54.834258,19.4
2,2025-05-01T12:35:57.837342,2025-05-01T12:36:11.299244,13.46
3,2025-05-01T12:36:14.302274,2025-05-01T12:36:33.016100,18.71
4,2025-05-01T12:36:36.019515,2025-05-01T12:36:53.863670,17.84
5,2025-05-01T12:36:56.866484,2025-05-01T12:37:08.275607,11.41
6,2025-05-01T12:37:11.278349,2025-05-01T12:37:27.691414,16.41
7,2025-05-01T12:37:30.694484,2025-05-01T12:37:41.686791,10.99
8,2025-05-01T12:37:44.687131,2025-05-01T12:37:57.495091,12.81
9,2025-05-01T12:38:00.495543,2025-05-01T12:38:15.196876,14.7
10,2025-05-01T12:38:18.199912,2025-05-01T12:38:35.368128,17.17
11,2025-05-01T12:38:38.370468,2025-05-01T12:38:55.245155,16.87
12,2025-05-01T12:38:58.246293,2025-05-01T12:39:08.033715,9.79
13,2025-05-01T12:39:11.034467,2025-05-01T12:39:25.222663,14.19
14,2025-05-01T12:39:28.223682,2025-05-01T12:39:43.977207,15.75
15,2025-05-01T12:39:46.980248,2025-05-01T12:40:04.316668,17.34
16,2025-05-01T12:40:07.318279,2025-05-01T12:40:22.606605,15.29
17,2025-05-01T12:40:25.609951,2025-05-01T12:40:41.035284,15.43
18,2025-05-01T12:40:44.036251,2025-05-01T12:41:02.287179,18.25
19,2025-05-01T12:41:05.290239,2025-05-01T12:41:21.833340,16.54
20,2025-05-01T12:41:24.834247,2025-05-01T12:41:40.023655,15.19
