start_time,end_time,transfer,bandwidth
0.0,1.0,1.01 MBytes,8.50 Mbits/sec
1.0,2.0,1.18 MBytes,9.91 Mbits/sec
2.0,3.0,1.49 MBytes,12.5 Mbits/sec
3.0,4.0,1.30 MBytes,10.9 Mbits/sec
4.0,5.0,1.24 MBytes,10.4 Mbits/sec
5.0,6.0,1.49 MBytes,12.5 Mbits/sec
6.0,7.0,1.74 MBytes,14.6 Mbits/sec
7.0,8.0,1.99 MBytes,16.7 Mbits/sec
8.0,9.0,1.86 MBytes,15.6 Mbits/sec
9.0,10.0,1.93 MBytes,16.2 Mbits/sec
10.0,11.0,2.61 MBytes,21.9 Mbits/sec
11.0,12.0,2.05 MBytes,17.2 Mbits/sec
12.0,12.25,445 KBytes,14.8 Mbits/sec
0.0,12.25,20.3 MBytes,13.9 Mbits/sec
0.0,12.3,19.3 MBytes,13.2 Mbits/sec
