start_time,end_time,transfer,bandwidth
0.0,1.0,858 KBytes,7.03 Mbits/sec
1.0,2.0,735 KBytes,6.02 Mbits/sec
2.0,3.0,1.18 MBytes,9.90 Mbits/sec
3.0,4.0,1.74 MBytes,14.6 Mbits/sec
4.0,5.0,1.68 MBytes,14.1 Mbits/sec
5.0,6.0,1.74 MBytes,14.6 Mbits/sec
6.0,7.0,1.93 MBytes,16.2 Mbits/sec
7.0,8.0,1.99 MBytes,16.7 Mbits/sec
8.0,9.0,1.68 MBytes,14.1 Mbits/sec
9.0,10.0,1.24 MBytes,10.4 Mbits/sec
10.0,11.0,1.80 MBytes,15.1 Mbits/sec
11.0,12.0,1.74 MBytes,14.6 Mbits/sec
12.0,12.95,1.86 MBytes,16.4 Mbits/sec
0.0,12.95,20.1 MBytes,13.0 Mbits/sec
0.0,12.97,19.8 MBytes,12.8 Mbits/sec
