traffic,avg_duration,std_dev
Traffic1,18.25,2.374342014116753
Traffic2,18.175,2.3757893425133467
Traffic3,17.925,2.172412253694036
Traffic4,18.025,3.3052042296959505
Traffic5,17.925,2.6868894655344495
Traffic6,18.225,2.3074607255595923
