start_time,end_time,transfer,bandwidth
0.0,1.0,433 KBytes,3.54 Mbits/sec
1.0,2.0,906 KBytes,7.43 Mbits/sec
2.0,3.0,1.37 MBytes,11.5 Mbits/sec
3.0,4.0,1.62 MBytes,13.6 Mbits/sec
4.0,5.0,2.30 MBytes,19.3 Mbits/sec
5.0,6.0,2.24 MBytes,18.8 Mbits/sec
6.0,7.0,2.42 MBytes,20.3 Mbits/sec
7.0,8.0,1.68 MBytes,14.1 Mbits/sec
8.0,9.0,1.86 MBytes,15.6 Mbits/sec
9.0,10.0,1.86 MBytes,15.6 Mbits/sec
10.0,11.0,2.05 MBytes,17.2 Mbits/sec
11.0,11.7,1.30 MBytes,15.6 Mbits/sec
0.0,11.7,20.0 MBytes,14.3 Mbits/sec
0.0,11.76,19.6 MBytes,14.0 Mbits/sec
