start_time,end_time,transfer,bandwidth
0.0,1.0,358 KBytes,2.93 Mbits/sec
1.0,2.0,684 KBytes,5.61 Mbits/sec
2.0,3.0,1.12 MBytes,9.38 Mbits/sec
3.0,4.0,1.62 MBytes,13.6 Mbits/sec
4.0,5.0,1.86 MBytes,15.6 Mbits/sec
5.0,6.0,1.86 MBytes,15.6 Mbits/sec
6.0,7.0,1.49 MBytes,12.5 Mbits/sec
7.0,8.0,2.24 MBytes,18.8 Mbits/sec
8.0,9.0,2.98 MBytes,25.0 Mbits/sec
9.0,10.0,2.42 MBytes,20.3 Mbits/sec
10.0,11.0,2.24 MBytes,18.8 Mbits/sec
11.0,11.52,1.30 MBytes,20.9 Mbits/sec
0.0,11.52,20.2 MBytes,14.7 Mbits/sec
0.0,11.55,19.7 MBytes,14.3 Mbits/sec
