iteration,start_time,end_time,duration
1,2025-05-15T14:54:34.434476,2025-05-15T14:54:39.564766,5.13
2,2025-05-15T14:54:42.566677,2025-05-15T14:54:48.560596,5.99
3,2025-05-15T14:54:51.562258,2025-05-15T14:54:57.958183,6.4
4,2025-05-15T14:55:00.961659,2025-05-15T14:55:07.634331,6.67
5,2025-05-15T14:55:10.637571,2025-05-15T14:55:15.878551,5.24
6,2025-05-15T14:55:18.882157,2025-05-15T14:55:24.191561,5.31
7,2025-05-15T14:55:27.194679,2025-05-15T14:55:33.726112,6.53
8,2025-05-15T14:55:36.726267,2025-05-15T14:55:41.766477,5.04
9,2025-05-15T14:55:44.767825,2025-05-15T14:55:50.509796,5.74
10,2025-05-15T14:55:53.510257,2025-05-15T14:55:59.463641,5.95
11,2025-05-15T14:56:02.463824,2025-05-15T14:56:08.377517,5.91
12,2025-05-15T14:56:11.378258,2025-05-15T14:56:18.201724,6.82
13,2025-05-15T14:56:21.202232,2025-05-15T14:56:27.625524,6.42
14,2025-05-15T14:56:30.626259,2025-05-15T14:56:36.235106,5.61
15,2025-05-15T14:56:39.238233,2025-05-15T14:56:44.523081,5.28
16,2025-05-15T14:56:47.526060,2025-05-15T14:56:52.403914,4.88
17,2025-05-15T14:56:55.407013,2025-05-15T14:57:01.268173,5.86
18,2025-05-15T14:57:04.270232,2025-05-15T14:57:12.342301,8.07
19,2025-05-15T14:57:15.345102,2025-05-15T14:57:22.664378,7.32
20,2025-05-15T14:57:25.666252,2025-05-15T14:57:30.967909,5.3
