iteration,start_time,end_time,duration
1,2025-05-15T16:45:37.807146,2025-05-15T16:46:36.731006,58.92
2,2025-05-15T16:46:41.734270,2025-05-15T16:47:30.871540,49.14
3,2025-05-15T16:47:35.872231,2025-05-15T16:48:33.425368,57.55
4,2025-05-15T16:48:38.430262,2025-05-15T16:49:33.772201,55.34
5,2025-05-15T16:49:38.774311,2025-05-15T16:50:37.166061,58.39
6,2025-05-15T16:50:42.170261,2025-05-15T16:51:40.709206,58.54
7,2025-05-15T16:51:45.714243,2025-05-15T16:52:40.930195,55.22
8,2025-05-15T16:52:45.934267,2025-05-15T16:53:47.734806,61.8
9,2025-05-15T16:53:52.740390,2025-05-15T16:54:51.156239,58.42
10,2025-05-15T16:54:56.161550,2025-05-15T16:55:56.632814,60.47
11,2025-05-15T16:56:01.634347,2025-05-15T16:57:00.444937,58.81
12,2025-05-15T16:57:05.447854,2025-05-15T16:58:05.868319,60.42
13,2025-05-15T16:58:10.870329,2025-05-15T16:59:08.166606,57.3
14,2025-05-15T16:59:13.170371,2025-05-15T17:00:12.589340,59.42
15,2025-05-15T17:00:17.592838,2025-05-15T17:01:17.175770,59.58
16,2025-05-15T17:01:22.176295,2025-05-15T17:02:16.793992,54.62
17,2025-05-15T17:02:21.795716,2025-05-15T17:03:19.497761,57.7
18,2025-05-15T17:03:24.498433,2025-05-15T17:04:19.798127,55.3
19,2025-05-15T17:04:24.798687,2025-05-15T17:05:25.670092,60.87
20,2025-05-15T17:05:30.674289,2025-05-15T17:06:16.949070,46.27
