ID,Interval,Transfer,Bitrate,Retr,Cwnd
7,47.00-48.00,1.06 MBytes,8.86 Mbits/sec,8,24.0 KBytes
9,48.00-49.00,827 KBytes,6.78 Mbits/sec,22,21.2 KBytes
11,49.00-50.00,954 KBytes,7.82 Mbits/sec,5,14.1 KBytes
13,49.00-50.00,1.25 MBytes,10.5 Mbits/sec,3,21.2 KBytes
7,50.00-51.00,1.06 MBytes,8.87 Mbits/sec,0,53.7 KBytes
9,50.00-51.00,827 KBytes,6.78 Mbits/sec,0,33.9 KBytes
11,52.00-53.00,954 KBytes,7.82 Mbits/sec,0,39.6 KBytes
13,52.00-53.00,1.25 MBytes,10.5 Mbits/sec,5,15.6 KBytes
7,53.00-54.00,1.06 MBytes,8.86 Mbits/sec,5,18.4 KBytes
9,53.00-54.00,827 KBytes,6.78 Mbits/sec,11,11.3 KBytes
11,54.00-55.00,954 KBytes,7.82 Mbits/sec,0,50.9 KBytes
11,55.00-56.00,954 KBytes,7.82 Mbits/sec,0,60.8 KBytes
9,56.00-57.00,827 KBytes,6.78 Mbits/sec,5,21.2 KBytes
13,56.00-57.00,1.25 MBytes,10.5 Mbits/sec,7,25.5 KBytes
7,57.00-58.00,1.06 MBytes,8.86 Mbits/sec,2,15.6 KBytes
11,58.00-59.00,954 KBytes,7.82 Mbits/sec,0,48.1 KBytes
9,59.00-60.00,827 KBytes,6.78 Mbits/sec,0,24.0 KBytes
11,59.00-60.00,954 KBytes,7.82 Mbits/sec,0,56.6 KBytes
13,59.00-60.00,1.25 MBytes,10.5 Mbits/sec,0,38.2 KBytes
7,61.00-62.00,1.06 MBytes,8.86 Mbits/sec,3,22.6 KBytes
9,62.00-63.00,827 KBytes,6.78 Mbits/sec,8,21.2 KBytes
11,62.00-63.00,954 KBytes,7.82 Mbits/sec,28,18.4 KBytes
13,62.00-63.00,1.25 MBytes,10.5 Mbits/sec,17,11.3 KBytes
7,64.00-65.00,1.06 MBytes,8.87 Mbits/sec,7,18.4 KBytes
9,64.00-65.00,827 KBytes,6.78 Mbits/sec,4,26.9 KBytes
11,64.00-65.00,954 KBytes,7.82 Mbits/sec,9,15.6 KBytes
9,65.00-66.00,827 KBytes,6.78 Mbits/sec,0,43.8 KBytes
13,65.00-66.00,1.25 MBytes,10.5 Mbits/sec,0,46.7 KBytes
9,67.00-68.00,827 KBytes,6.78 Mbits/sec,11,33.9 KBytes
11,67.00-68.00,954 KBytes,7.82 Mbits/sec,0,33.9 KBytes
7,68.00-69.00,1.06 MBytes,8.86 Mbits/sec,8,8.48 KBytes
13,68.00-69.00,1.25 MBytes,10.5 Mbits/sec,13,28.3 KBytes
9,69.00-70.00,827 KBytes,6.78 Mbits/sec,0,28.3 KBytes
11,70.00-71.00,954 KBytes,7.82 Mbits/sec,2,22.6 KBytes
13,70.00-71.00,1.25 MBytes,10.5 Mbits/sec,12,24.0 KBytes
9,71.00-72.00,827 KBytes,6.78 Mbits/sec,6,12.7 KBytes
7,72.00-73.00,1.06 MBytes,8.86 Mbits/sec,0,45.2 KBytes
9,73.00-74.00,827 KBytes,6.78 Mbits/sec,3,21.2 KBytes
11,73.00-74.00,954 KBytes,7.82 Mbits/sec,0,43.8 KBytes
7,74.00-75.00,1.06 MBytes,8.86 Mbits/sec,0,36.8 KBytes
