Time (in HH:MM:SS) ,Time (s), Threshold
15:38:52, 0.0009381771087646484, 40
15:38:52, 0.006891727447509766, 40
15:38:52, 0.023181676864624023, 40
15:38:52, 0.03059077262878418, 40
15:38:52, 0.03621506690979004, 40
15:38:52, 0.04285621643066406, 40
15:38:52, 0.04853701591491699, 40
15:38:52, 0.05450630187988281, 40
15:38:52, 0.06039023399353027, 40
15:38:52, 0.06619381904602051, 40
15:38:52, 0.07196450233459473, 40
15:38:52, 0.07778072357177734, 40
15:38:52, 0.08359527587890625, 40
15:38:52, 0.09178996086120605, 40
15:38:52, 0.09762787818908691, 40
15:38:52, 0.11156368255615234, 40
15:38:52, 0.11802530288696289, 40
15:38:52, 0.1243283748626709, 40
15:38:52, 0.13077950477600098, 40
15:38:52, 0.13684344291687012, 40
15:38:52, 0.1431899070739746, 40
15:38:52, 0.14995646476745605, 40
15:38:52, 0.156144380569458, 40
15:38:52, 0.16207194328308105, 40
15:38:52, 0.16915345191955566, 40
15:38:52, 0.17505407333374023, 40
15:38:52, 0.18110918998718262, 40
15:38:52, 0.18732953071594238, 40
15:38:52, 0.1936016082763672, 40
15:38:52, 0.19922471046447754, 40
15:38:52, 0.20499110221862793, 40
15:38:52, 0.21081304550170898, 40
15:38:52, 0.2167067527770996, 40
15:38:52, 0.22282910346984863, 40
15:38:52, 0.22874665260314941, 40
15:38:52, 0.23904132843017578, 40
15:38:52, 0.24500823020935059, 40
15:38:52, 0.25128626823425293, 40
15:38:52, 0.2739078998565674, 40
15:38:52, 0.2798771858215332, 40
15:38:52, 0.2859058380126953, 40
15:38:52, 0.29178452491760254, 40
15:38:52, 0.2979316711425781, 40
15:38:52, 0.30393481254577637, 40
15:38:52, 0.3207051753997803, 40
15:38:52, 0.3271503448486328, 40
15:38:52, 0.33705639839172363, 40
15:38:52, 0.3437037467956543, 40
15:38:52, 0.35218214988708496, 40
15:38:52, 0.3600950241088867, 40
15:38:52, 0.3666243553161621, 40
15:38:52, 0.372910737991333, 40
15:38:52, 0.37885117530822754, 40
15:38:52, 0.38507914543151855, 40
15:38:52, 0.39125967025756836, 40
15:38:52, 0.3974649906158447, 40
15:38:52, 0.40365028381347656, 40
15:38:52, 0.40989255905151367, 40
15:38:52, 0.4159431457519531, 40
15:38:52, 0.4222991466522217, 40
15:38:52, 0.4286792278289795, 40
15:38:52, 0.434673547744751, 40
15:38:52, 0.44067859649658203, 40
15:38:52, 0.4467146396636963, 40
15:38:52, 0.45305514335632324, 40
15:38:52, 0.45926451683044434, 40
15:38:52, 0.46563720703125, 40
15:38:52, 0.47188425064086914, 40
15:38:52, 0.47801685333251953, 40
15:38:52, 0.48394274711608887, 40
15:38:52, 0.4898495674133301, 40
15:38:52, 0.4957449436187744, 40
15:38:52, 0.5042216777801514, 40
15:38:52, 0.5106348991394043, 40
15:38:53, 0.5164806842803955, 40
15:38:53, 0.5222253799438477, 40
15:38:53, 0.5284435749053955, 40
15:38:53, 0.5349204540252686, 40
15:38:53, 0.5428102016448975, 40
15:38:53, 0.5495297908782959, 40
15:38:53, 0.5577273368835449, 40
15:38:53, 0.5660972595214844, 40
15:38:53, 0.5720841884613037, 40
15:38:53, 0.5787532329559326, 40
15:38:53, 0.5853393077850342, 40
15:38:53, 0.5916075706481934, 40
15:38:53, 0.5982985496520996, 40
15:38:53, 0.6058802604675293, 40
15:38:53, 0.6118614673614502, 40
15:38:53, 0.6180286407470703, 40
15:38:53, 0.6237363815307617, 40
15:38:53, 0.62959885597229, 40
15:38:53, 0.6356346607208252, 40
15:38:53, 0.6414179801940918, 40
15:38:53, 0.6475691795349121, 40
15:38:53, 0.6535398960113525, 40
15:38:53, 0.65938401222229, 40
15:38:53, 0.6649644374847412, 40
15:38:53, 0.6708643436431885, 40
15:38:53, 0.676349401473999, 40
15:38:53, 0.6822397708892822, 40
15:38:53, 0.6880555152893066, 40
15:38:53, 0.693648099899292, 40
15:38:53, 0.699681282043457, 40
15:38:53, 0.7054522037506104, 40
15:38:53, 0.7114121913909912, 40
15:38:53, 0.7171487808227539, 40
15:38:53, 0.7231161594390869, 40
15:38:53, 0.7285716533660889, 40
15:38:53, 0.7344353199005127, 40
