ID,Interval,Transfer,Bitrate,Retr,Cwnd
11,23.00-24.00,509 KBytes,4.17 Mbits/sec,0,22.6 KBytes
13,23.00-24.00,573 KBytes,4.69 Mbits/sec,0,25.5 KBytes
7,24.00-25.00,509 KBytes,4.17 Mbits/sec,0,11.3 KBytes
9,24.00-25.00,891 KBytes,7.30 Mbits/sec,3,19.8 KBytes
11,24.00-25.00,636 KBytes,5.21 Mbits/sec,6,14.1 KBytes
13,24.00-25.00,700 KBytes,5.73 Mbits/sec,7,21.2 KBytes
7,25.00-26.00,382 KBytes,3.13 Mbits/sec,7,11.3 KBytes
9,25.00-26.00,636 KBytes,5.21 Mbits/sec,10,19.8 KBytes
11,25.00-26.00,764 KBytes,6.26 Mbits/sec,0,25.5 KBytes
13,25.00-26.00,573 KBytes,4.69 Mbits/sec,8,17.0 KBytes
7,26.00-27.00,764 KBytes,6.26 Mbits/sec,0,24.0 KBytes
9,26.00-27.00,636 KBytes,5.21 Mbits/sec,6,21.2 KBytes
11,26.00-27.00,764 KBytes,6.26 Mbits/sec,7,15.6 KBytes
13,26.00-27.00,700 KBytes,5.73 Mbits/sec,2,12.7 KBytes
7,27.00-28.00,509 KBytes,4.17 Mbits/sec,2,18.4 KBytes
9,27.00-28.00,382 KBytes,3.13 Mbits/sec,1,14.1 KBytes
11,27.00-28.00,636 KBytes,5.21 Mbits/sec,2,24.0 KBytes
13,27.00-28.00,509 KBytes,4.17 Mbits/sec,1,19.8 KBytes
7,28.00-29.00,636 KBytes,5.21 Mbits/sec,0,12.7 KBytes
9,28.00-29.00,509 KBytes,4.17 Mbits/sec,0,15.6 KBytes
11,28.00-29.00,764 KBytes,6.25 Mbits/sec,0,22.6 KBytes
13,28.00-29.00,827 KBytes,6.78 Mbits/sec,0,26.9 KBytes
7,29.00-30.00,382 KBytes,3.13 Mbits/sec,0,11.3 KBytes
9,29.00-30.00,382 KBytes,3.13 Mbits/sec,0,12.7 KBytes
11,29.00-30.00,509 KBytes,4.17 Mbits/sec,3,11.3 KBytes
13,29.00-30.00,700 KBytes,5.73 Mbits/sec,0,11.3 KBytes
7,30.00-31.00,636 KBytes,5.21 Mbits/sec,0,31.1 KBytes
9,30.00-31.00,636 KBytes,5.21 Mbits/sec,0,22.6 KBytes
11,30.00-31.00,509 KBytes,4.17 Mbits/sec,0,15.6 KBytes
13,30.00-31.00,382 KBytes,3.13 Mbits/sec,0,14.1 KBytes
7,31.00-32.00,764 KBytes,6.25 Mbits/sec,14,21.2 KBytes
9,31.00-32.00,573 KBytes,4.69 Mbits/sec,13,18.4 KBytes
11,31.00-32.00,382 KBytes,3.13 Mbits/sec,13,12.7 KBytes
13,31.00-32.00,445 KBytes,3.65 Mbits/sec,10,12.7 KBytes
7,32.00-33.00,509 KBytes,4.17 Mbits/sec,0,15.6 KBytes
9,32.00-33.00,382 KBytes,3.13 Mbits/sec,0,15.6 KBytes
11,32.00-33.00,255 KBytes,2.09 Mbits/sec,0,8.48 KBytes
13,32.00-33.00,255 KBytes,2.09 Mbits/sec,0,8.48 KBytes
7,33.00-34.00,382 KBytes,3.13 Mbits/sec,0,2.83 KBytes
9,33.00-34.00,382 KBytes,3.13 Mbits/sec,0,2.83 KBytes
11,33.00-34.00,255 KBytes,2.08 Mbits/sec,4,2.83 KBytes
13,33.00-34.00,318 KBytes,2.61 Mbits/sec,3,2.83 KBytes
7,34.00-35.00,255 KBytes,2.08 Mbits/sec,4,5.66 KBytes
9,34.00-35.00,191 KBytes,1.56 Mbits/sec,3,12.7 KBytes
11,34.00-35.00,255 KBytes,2.08 Mbits/sec,8,5.66 KBytes
13,34.00-35.00,255 KBytes,2.08 Mbits/sec,0,8.48 KBytes
7,35.00-36.00,127 KBytes,1.04 Mbits/sec,0,19.8 KBytes
9,35.00-36.00,255 KBytes,2.09 Mbits/sec,0,24.0 KBytes
11,35.00-36.00,127 KBytes,1.04 Mbits/sec,0,15.6 KBytes
13,35.00-36.00,255 KBytes,2.09 Mbits/sec,0,17.0 KBytes
7,36.00-37.00,255 KBytes,2.09 Mbits/sec,7,7.07 KBytes
9,36.00-37.00,445 KBytes,3.65 Mbits/sec,6,7.07 KBytes
11,36.00-37.00,255 KBytes,2.09 Mbits/sec,6,4.24 KBytes
13,36.00-37.00,255 KBytes,2.09 Mbits/sec,2,4.24 KBytes
7,37.00-38.00,255 KBytes,2.08 Mbits/sec,0,11.3 KBytes
9,37.00-38.00,191 KBytes,1.56 Mbits/sec,0,14.1 KBytes
11,37.00-38.00,127 KBytes,1.04 Mbits/sec,1,8.48 KBytes
13,37.00-38.00,191 KBytes,1.56 Mbits/sec,2,9.90 KBytes
7,38.00-39.00,382 KBytes,3.13 Mbits/sec,0,5.66 KBytes
9,38.00-39.00,445 KBytes,3.65 Mbits/sec,0,8.48 KBytes
11,38.00-39.00,255 KBytes,2.09 Mbits/sec,0,8.48 KBytes
13,38.00-39.00,191 KBytes,1.56 Mbits/sec,0,7.07 KBytes
7,39.00-40.00,255 KBytes,2.09 Mbits/sec,9,8.48 KBytes
9,39.00-40.00,255 KBytes,2.09 Mbits/sec,6,8.48 KBytes
11,39.00-40.00,255 KBytes,2.09 Mbits/sec,2,8.48 KBytes
13,39.00-40.00,318 KBytes,2.61 Mbits/sec,1,9.90 KBytes
