iteration,start_time,end_time,duration
1,2025-05-15T17:07:17.234401,2025-05-15T17:08:12.157560,54.92
2,2025-05-15T17:08:17.162340,2025-05-15T17:09:09.029749,51.87
3,2025-05-15T17:09:14.034910,2025-05-15T17:10:11.423061,57.39
4,2025-05-15T17:10:16.425659,2025-05-15T17:11:15.855916,59.43
5,2025-05-15T17:11:20.856264,2025-05-15T17:12:16.576326,55.72
6,2025-05-15T17:12:21.576657,2025-05-15T17:13:19.038029,57.46
7,2025-05-15T17:13:24.043245,2025-05-15T17:14:20.109031,56.07
8,2025-05-15T17:14:25.114067,2025-05-15T17:15:21.561328,56.45
9,2025-05-15T17:15:26.566603,2025-05-15T17:16:18.593669,52.03
10,2025-05-15T17:16:23.594682,2025-05-15T17:17:20.611939,57.02
11,2025-05-15T17:17:25.614576,2025-05-15T17:18:20.967431,55.35
12,2025-05-15T17:18:25.970264,2025-05-15T17:19:16.913174,50.94
13,2025-05-15T17:19:21.914698,2025-05-15T17:20:13.132473,51.22
14,2025-05-15T17:20:18.134335,2025-05-15T17:21:08.715524,50.58
15,2025-05-15T17:21:13.716108,2025-05-15T17:22:08.564550,54.85
16,2025-05-15T17:22:13.566270,2025-05-15T17:23:07.155419,53.59
17,2025-05-15T17:23:12.158248,2025-05-15T17:24:08.844667,56.69
18,2025-05-15T17:24:13.846257,2025-05-15T17:25:10.406529,56.56
19,2025-05-15T17:25:15.411705,2025-05-15T17:26:10.163867,54.75
20,2025-05-15T17:26:15.166258,2025-05-15T17:27:09.007387,53.84
