flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,27.54375,15.480060422960724,
flow2,26.2125,16.509036144578314,
flow3,26.80625,16.736363636363638,
flow4,22.90625,16.143543543543544,
flow5,16.817500000000003,15.239311377245505,
flow6,19.505,14.792844311377246,
flow7,21.591250000000002,14.90691616766467,
flow8,21.975,14.377185628742513,
