flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,18.575,15.552205323193915,17.525333333333336
flow2,19.516666666666666,15.364904942965781,17.376
flow3,19.033333333333335,15.87954372623574,18.78933333333333
flow4,21.28333333333333,18.889307692307693,21.98
flow5,24.891666666666666,14.271787072243345,18.761333333333333
flow6,25.641666666666666,14.307604562737643,16.9664
flow7,23.724999999999998,13.731673003802282,20.99333333333333
flow8,22.608333333333334,13.767870722433459,17.80266666666667
