device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,19.60208333333333,16.414432793136317,18.917666666666666
flow_2,24.216666666666665,14.01973384030418,18.63093333333333
ALL_DEVICES,21.909374999999997,15.217083316720249,18.774299999999997
