iteration,start_time,end_time,duration
1,2025-05-15T15:39:56.224689,2025-05-15T15:40:12.247677,16.02
2,2025-05-15T15:40:15.248022,2025-05-15T15:40:33.084834,17.84
3,2025-05-15T15:40:36.086399,2025-05-15T15:40:50.553783,14.47
4,2025-05-15T15:40:53.554603,2025-05-15T15:41:09.747333,16.19
5,2025-05-15T15:41:12.750355,2025-05-15T15:41:29.648939,16.9
6,2025-05-15T15:41:32.650296,2025-05-15T15:41:50.139348,17.49
7,2025-05-15T15:41:53.142300,2025-05-15T15:42:09.314142,16.17
8,2025-05-15T15:42:12.315124,2025-05-15T15:42:29.198534,16.88
9,2025-05-15T15:42:32.201739,2025-05-15T15:42:45.653900,13.45
10,2025-05-15T15:42:48.654274,2025-05-15T15:43:04.514295,15.86
11,2025-05-15T15:43:07.516504,2025-05-15T15:43:22.861412,15.34
12,2025-05-15T15:43:25.862249,2025-05-15T15:43:42.774997,16.91
13,2025-05-15T15:43:45.775594,2025-05-15T15:44:03.450289,17.67
14,2025-05-15T15:44:06.451956,2025-05-15T15:44:23.468975,17.02
15,2025-05-15T15:44:26.472141,2025-05-15T15:44:44.879966,18.41
16,2025-05-15T15:44:47.882271,2025-05-15T15:45:05.852219,17.97
17,2025-05-15T15:45:08.854584,2025-05-15T15:45:25.043642,16.19
18,2025-05-15T15:45:28.046412,2025-05-15T15:45:41.674453,13.63
19,2025-05-15T15:45:44.676366,2025-05-15T15:45:59.431203,14.75
20,2025-05-15T15:46:02.434528,2025-05-15T15:46:17.327866,14.89
