iteration,start_time,end_time,duration
1,2025-04-29T14:41:04.081420,2025-04-29T14:41:08.152468,4.07
2,2025-04-29T14:41:11.152908,2025-04-29T14:41:13.053225,1.9
3,2025-04-29T14:41:16.054278,2025-04-29T14:41:19.393983,3.34
4,2025-04-29T14:41:22.397261,2025-04-29T14:41:28.653998,6.26
5,2025-04-29T14:41:31.654247,2025-04-29T14:41:35.054848,3.4
6,2025-04-29T14:41:38.057928,2025-04-29T14:41:41.113866,3.06
7,2025-04-29T14:41:44.114245,2025-04-29T14:41:49.121482,5.01
8,2025-04-29T14:41:52.122264,2025-04-29T14:41:56.532916,4.41
9,2025-04-29T14:41:59.533241,2025-04-29T14:42:01.725424,2.19
10,2025-04-29T14:42:04.725938,2025-04-29T14:42:07.041724,2.32
11,2025-04-29T14:42:10.042214,2025-04-29T14:42:14.069383,4.03
12,2025-04-29T14:42:17.070271,2025-04-29T14:42:20.886039,3.82
13,2025-04-29T14:42:23.886290,2025-04-29T14:42:27.584176,3.7
14,2025-04-29T14:42:30.586268,2025-04-29T14:42:35.514420,4.93
15,2025-04-29T14:42:38.517566,2025-04-29T14:42:41.850775,3.33
16,2025-04-29T14:42:44.853927,2025-04-29T14:42:48.874205,4.02
17,2025-04-29T14:42:51.874420,2025-04-29T14:42:57.548010,5.67
18,2025-04-29T14:43:00.551463,2025-04-29T14:43:03.221700,2.67
19,2025-04-29T14:43:06.221856,2025-04-29T14:43:11.222072,5.0
20,2025-04-29T14:43:14.225142,2025-04-29T14:43:17.928630,3.7
