start_time,end_time,transfer,bandwidth
0.0,1.0,902 KBytes,7.39 Mbits/sec
1.0,2.0,1.44 MBytes,12.0 Mbits/sec
2.0,3.0,1.49 MBytes,12.5 Mbits/sec
3.0,4.0,1.68 MBytes,14.1 Mbits/sec
4.0,5.0,1.62 MBytes,13.5 Mbits/sec
5.0,6.0,1.74 MBytes,14.6 Mbits/sec
6.0,7.0,1.99 MBytes,16.7 Mbits/sec
7.0,8.0,2.17 MBytes,18.3 Mbits/sec
8.0,9.0,2.24 MBytes,18.8 Mbits/sec
9.0,10.0,1.86 MBytes,15.6 Mbits/sec
10.0,11.0,382 KBytes,3.13 Mbits/sec
11.0,12.0,1.12 MBytes,9.39 Mbits/sec
12.0,12.99,1.49 MBytes,12.6 Mbits/sec
0.0,12.99,20.1 MBytes,13.0 Mbits/sec
0.0,13.01,19.2 MBytes,12.4 Mbits/sec
