iteration,start_time,end_time,duration
1,2025-05-15T14:24:13.260203,2025-05-15T14:24:23.262784,10.0
2,2025-05-15T14:24:28.263944,2025-05-15T14:24:41.668167,13.4
3,2025-05-15T14:24:46.668513,2025-05-15T14:25:00.141151,13.47
4,2025-05-15T14:25:05.146444,2025-05-15T14:25:16.906762,11.76
5,2025-05-15T14:25:21.910239,2025-05-15T14:25:34.721696,12.81
6,2025-05-15T14:25:39.726652,2025-05-15T14:25:52.742096,13.02
7,2025-05-15T14:25:57.744601,2025-05-15T14:26:09.363779,11.62
8,2025-05-15T14:26:14.368406,2025-05-15T14:26:26.654990,12.29
9,2025-05-15T14:26:31.660186,2025-05-15T14:26:47.019097,15.36
10,2025-05-15T14:26:52.022251,2025-05-15T14:27:03.804374,11.78
11,2025-05-15T14:27:08.809407,2025-05-15T14:27:22.412265,13.6
12,2025-05-15T14:27:27.414265,2025-05-15T14:27:38.237395,10.82
13,2025-05-15T14:27:43.237696,2025-05-15T14:27:56.331256,13.09
14,2025-05-15T14:28:01.331385,2025-05-15T14:28:13.864436,12.53
15,2025-05-15T14:28:18.864610,2025-05-15T14:28:28.380128,9.52
16,2025-05-15T14:28:33.382249,2025-05-15T14:28:48.020543,14.64
17,2025-05-15T14:28:53.022281,2025-05-15T14:29:03.052235,10.03
18,2025-05-15T14:29:08.052409,2025-05-15T14:29:17.721162,9.67
19,2025-05-15T14:29:22.726257,2025-05-15T14:29:34.907394,12.18
20,2025-05-15T14:29:39.910372,2025-05-15T14:29:52.589297,12.68
