flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,5.903647058823529,3.660087260034904,5.095982142857143
flow2,5.657444444444444,3.435936981757877,4.832244318181818
flow3,5.114526315789473,2.878623595505618,4.361116883116883
flow4,5.0472043010752685,3.041020408163265,4.5027532467532465
flow5,4.302812500000001,2.5617121588089327,4.394692307692307
flow6,4.2634375,2.6124567901234563,4.37851282051282
flow7,4.2071875,2.571004962779156,4.421666666666667
flow8,4.641979166666666,2.6016417910447758,4.351923076923077
flow9,4.641145833333334,2.5761881188118805,4.286871794871796
flow10,4.320625,2.582178217821782,4.373564102564103
flow11,4.561875,2.605093399750934,4.280051282051282
flow12,4.793020833333334,2.5878163771712157,4.401692307692308
flow13,4.3620833333333335,2.5776160602258464,4.345282051282051
flow14,4.190833333333334,2.5586194029850744,4.444615384615385
flow15,4.3374999999999995,2.5657601977750306,4.377641025641026
flow16,4.462812500000001,2.5761691542288556,4.453717948717948
