flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,4.242105263157894,3.0948692810457517,
flow2,4.568947368421052,3.074754901960784,
flow3,4.0542105263157895,3.092679738562091,
flow4,4.106315789473683,2.9568790849673197,
flow5,4.122105263157894,3.0489198036006546,
flow6,4.076315789473684,2.9513770491803273,
flow7,4.273157894736843,3.018366013071895,
flow8,4.135526315789472,3.106127450980392,
flow9,4.433684210526315,3.074052287581699,
flow10,4.749999999999999,2.911486928104575,
flow11,4.113157894736841,3.011734860883797,
flow12,4.6672972972972975,2.987679738562091,
flow13,4.205,2.9810620915032677,
flow14,4.549736842105264,3.1334313725490195,
flow15,4.217368421052631,3.056612111292962,
flow16,4.3149999999999995,2.9766338259441705,
