flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,5.037941176470589,3.1395417348608836,
flow2,4.854117647058824,3.1710714285714285,
flow3,4.134705882352941,3.070439739413681,
flow4,4.435588235294117,3.1899674267100977,
flow5,4.6832352941176465,3.1644552845528455,
flow6,4.381176470588235,3.2378338762214978,
flow7,4.419999999999999,3.0700654664484452,
flow8,4.85735294117647,3.0459740259740253,
flow9,4.557058823529411,3.0107980456026056,
flow10,6.014705882352941,3.209641693811075,
flow11,4.8876470588235295,3.1683633387888706,
flow12,5.0200000000000005,3.184813008130081,
flow13,5.4608823529411765,3.082838499184339,
flow14,4.603235294117646,3.170489396411093,
flow15,4.360882352941177,3.149951219512195,
flow16,4.698235294117647,2.9576136363636363,
