flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,5.098260869565216,2.6284449760765547,4.087727272727274
flow2,4.823695652173913,2.6154041013269,4.1653787878787885
flow3,4.478260869565217,2.576464410735122,4.042626262626263
flow4,4.923260869565217,2.561825677267373,4.0875
flow5,4.848913043478261,2.6245077105575327,4.03239898989899
flow6,5.098478260869564,2.5750584112149526,4.091666666666667
flow7,4.649130434782608,2.5572748538011694,4.011262626262626
flow8,4.756304347826087,2.5613869463869463,4.076969696969698
flow9,5.501521739130433,2.648756157635468,4.02440506329114
flow10,5.263695652173912,2.598791866028708,4.077247474747475
flow11,4.808043478260868,2.5555555555555554,4.091388888888889
flow12,5.22,2.6026491646778043,4.023257575757577
flow13,4.45391304347826,2.523822843822843,4.188813131313132
flow14,4.434999999999999,2.486177156177156,4.0730808080808085
flow15,4.448695652173913,2.547074592074592,3.9415404040404045
flow16,4.266086956521738,2.5231388564760793,3.999444444444445
