flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,7.390810810810811,6.257735849056602,6.339868421052631
flow2,6.228571428571428,5.240899470899472,5.345833333333334
flow3,5.302553191489361,3.3108080808080804,4.365517241379311
flow4,4.8308888888888895,3.735092936802973,4.516470588235293
flow5,4.232083333333333,2.4617135549872122,4.374832535885167
flow6,4.240833333333334,2.6528277634961435,4.2871770334928225
flow7,3.8612499999999996,2.4491836734693875,4.133062200956937
flow8,4.860833333333333,2.604215938303341,4.347368421052631
flow9,4.456458333333333,2.500892857142857,4.305358851674641
flow10,4.0652083333333335,2.505283505154639,4.427129186602871
flow11,4.47375,2.5110880829015536,4.2725837320574165
flow12,5.022916666666666,2.5338441558441556,4.364928229665072
flow13,4.253541666666666,2.558311688311688,4.474258373205742
flow14,4.042083333333333,2.4915624999999997,4.400191387559809
flow15,4.350625,2.529768637532133,4.37
flow16,4.654583333333334,2.5061096605744124,4.444641148325359
