flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,4.636666666666666,3.8458508604206503,4.195121951219512
flow2,4.4897777777777765,3.8041873804971322,4.640609756097561
flow3,4.467333333333333,3.809885277246654,4.234268292682926
flow4,4.371555555555554,3.7274187380497135,4.450121951219512
flow5,4.2815555555555544,3.8100000000000005,4.437317073170733
flow6,4.9222222222222225,3.8267495219885275,4.341707317073171
flow7,4.4688888888888885,3.7771128107074565,4.138780487804878
flow8,4.581555555555556,3.866634799235182,4.272439024390244
flow9,4.258444444444444,4.080803059273423,4.208902439024391
flow10,4.536,4.0370745697896755,4.627804878048781
flow11,4.209555555555555,3.9813001912045896,4.450243902439024
flow12,5.9310256410256414,4.789084507042253,4.817297297297299
flow13,4.065777777777778,3.8596940726577444,4.4368292682926835
flow14,4.1677777777777765,3.9294263862332697,4.297195121951219
flow15,4.161999999999998,3.9971510516252393,4.195853658536586
flow16,4.154666666666666,3.958260038240918,4.151585365853658
