device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,5.565333333333332,3.178077232502011,4.300288461538463
flow_2,5.173916666666668,3.151417354539964,4.776634615384616
flow_3,6.022416666666666,3.132385929648241,4.470673076923077
flow_4,5.136916666666666,3.1264271336553944,5.2469230769230775
ALL_DEVICES,5.474645833333334,3.147076912586402,4.698629807692308
