device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,4.785555555555556,2.486009026434558,4.346858974358975
flow_2,4.376944444444445,2.504409296320206,4.489564102564102
flow_3,4.600753968253969,2.517599486521181,4.350320512820513
flow_4,4.213214285714286,2.517174052665382,4.362269230769231
ALL_DEVICES,4.494117063492064,2.5062979654853317,4.387253205128205
