flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,4.687884615384616,3.1340304487179482,
flow2,4.7075,3.1270512820512817,
flow3,4.6725,3.1216105769230764,
flow4,4.681346153846153,3.0963461538461536,
flow5,5.15,3.1518597063621527,
flow6,4.447884615384615,3.0833975903614452,
flow7,4.338461538461537,3.1114423076923075,
flow8,4.43576923076923,3.133621794871795,
flow9,5.177307692307693,3.1029647435897436,
flow10,5.133076923076923,3.0406174819566956,
flow11,5.274423076923076,3.222407718120805,
flow12,5.248846153846154,3.104426623897353,
flow13,4.331538461538461,3.07979967948718,
flow14,4.903076923076923,3.163862903225806,
flow15,4.581153846153846,3.1010825982357657,
flow16,4.8025,3.053623188405797,
