flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,4.886521739130435,2.5740458015267174,4.141587982832618
flow2,4.881304347826086,2.5306598984771567,4.210815450643778
flow3,5.1521739130434785,2.5811675126903553,4.013733905579399
flow4,5.016521739130435,2.6104568527918777,4.0854506437768245
flow5,5.455652173913043,2.6317783505154635,4.081416309012876
flow6,5.3713043478260865,2.588852040816326,4.056652360515022
flow7,4.6665217391304346,2.544365482233502,3.9870815450643784
flow8,5.106086956521739,2.557639593908629,4.058497854077254
flow9,5.746956521739131,2.6328877005347593,4.1553879310344835
flow10,5.966086956521739,2.67502688172043,4.164248927038628
flow11,5.145652173913043,2.5498976982097186,4.1614592274678115
flow12,5.875217391304347,2.6775401069518714,4.099356223175966
flow13,4.3386956521739135,2.501903553299492,4.228497854077253
flow14,4.531304347826087,2.46758883248731,4.094463519313305
flow15,4.243043478260869,2.576167512690355,3.906695278969958
flow16,4.376086956521739,2.5215012722646306,4.07197424892704
