flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,5.501904761904762,3.1401300813008133,6.084166666666667
flow2,5.5166666666666675,3.2200000000000006,6.424166666666667
flow3,6.12047619047619,3.2998009950248752,6.075
flow4,4.3999999999999995,3.2033873581847647,6.165833333333333
flow5,5.20095238095238,3.254556113902847,4.126666666666667
flow6,6.019523809523809,3.127878289473684,4.689166666666667
flow7,5.90095238095238,3.4162631578947362,4.693333333333334
flow8,3.993333333333333,3.176337115072933,5.125
flow9,5.349523809523809,3.162771474878444,4.170000000000001
flow10,5.59047619047619,3.2386709886547806,4.6033333333333335
flow11,5.358095238095237,3.0995786061588326,4.5175
flow12,5.586666666666667,3.12158833063209,4.430833333333333
flow13,4.637142857142857,3.1517504051863856,4.170833333333333
flow14,5.581428571428571,3.1079416531604536,4.256666666666667
flow15,4.88047619047619,3.1957212317666124,4.2575
flow16,4.712380952380952,3.1205186385737433,4.864999999999999
