device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,5.384761904761905,3.2154062882809313,6.187291666666667
flow_2,5.2786904761904765,3.2407148829431436,4.658541666666667
flow_3,5.471190476190476,3.155652350081037,4.430416666666667
flow_4,4.952857142857143,3.1439829821717984,4.3875
ALL_DEVICES,5.271875,3.1889391258692275,4.9159375
