iteration,start_time,end_time,duration
1,2025-05-02T11:00:26.619123,2025-05-02T11:01:26.491049,59.87
2,2025-05-02T11:01:31.494252,2025-05-02T11:02:21.988043,50.49
3,2025-05-02T11:02:26.991793,2025-05-02T11:03:17.914449,50.92
4,2025-05-02T11:03:22.915820,2025-05-02T11:04:18.232399,55.32
5,2025-05-02T11:04:23.232602,2025-05-02T11:05:18.195088,54.96
6,2025-05-02T11:05:23.196927,2025-05-02T11:06:16.387285,53.19
7,2025-05-02T11:06:21.390318,2025-05-02T11:07:22.146854,60.76
8,2025-05-02T11:07:27.150776,2025-05-02T11:08:20.788473,53.64
9,2025-05-02T11:08:25.790264,2025-05-02T11:09:17.430086,51.64
10,2025-05-02T11:09:22.430492,2025-05-02T11:10:17.290276,54.86
11,2025-05-02T11:10:22.294236,2025-05-02T11:11:13.524267,51.23
12,2025-05-02T11:11:18.526275,2025-05-02T11:12:09.650598,51.12
13,2025-05-02T11:12:14.651194,2025-05-02T11:13:05.311176,50.66
14,2025-05-02T11:13:10.314275,2025-05-02T11:14:09.464239,59.15
15,2025-05-02T11:14:14.464403,2025-05-02T11:15:11.535372,57.07
16,2025-05-02T11:15:16.538517,2025-05-02T11:16:11.538203,55.0
17,2025-05-02T11:16:16.542251,2025-05-02T11:17:10.101648,53.56
18,2025-05-02T11:17:15.106736,2025-05-02T11:18:08.730440,53.62
19,2025-05-02T11:18:13.734394,2025-05-02T11:19:07.286994,53.55
20,2025-05-02T11:19:12.291561,2025-05-02T11:20:08.792693,56.5
