iteration,start_time,end_time,duration
1,2025-05-01T15:51:49.410201,2025-05-01T15:52:44.066822,54.66
2,2025-05-01T15:52:49.071822,2025-05-01T15:53:45.100558,56.03
3,2025-05-01T15:53:50.103638,2025-05-01T15:54:42.247972,52.14
4,2025-05-01T15:54:47.249475,2025-05-01T15:55:42.925243,55.68
5,2025-05-01T15:55:47.926194,2025-05-01T15:56:39.019853,51.09
6,2025-05-01T15:56:44.022624,2025-05-01T15:57:38.098959,54.08
7,2025-05-01T15:57:43.102280,2025-05-01T15:58:37.454136,54.35
8,2025-05-01T15:58:42.455187,2025-05-01T15:59:44.228038,61.77
9,2025-05-01T15:59:49.230314,2025-05-01T16:00:50.655781,61.43
10,2025-05-01T16:00:55.656267,2025-05-01T16:01:49.352514,53.7
11,2025-05-01T16:01:54.358379,2025-05-01T16:02:52.081083,57.72
12,2025-05-01T16:02:57.086476,2025-05-01T16:03:50.442216,53.36
13,2025-05-01T16:03:55.443513,2025-05-01T16:04:49.956687,54.51
14,2025-05-01T16:04:54.962245,2025-05-01T16:05:50.397446,55.44
15,2025-05-01T16:05:55.402336,2025-05-01T16:06:54.704869,59.3
16,2025-05-01T16:06:59.706323,2025-05-01T16:07:59.588112,59.88
17,2025-05-01T16:08:04.593293,2025-05-01T16:08:59.378221,54.78
18,2025-05-01T16:09:04.383521,2025-05-01T16:09:57.694838,53.31
19,2025-05-01T16:10:02.698403,2025-05-01T16:10:56.447700,53.75
20,2025-05-01T16:11:01.450264,2025-05-01T16:11:55.176175,53.73
