iteration,start_time,end_time,duration
1,2025-05-14T11:13:12.876924,2025-05-14T11:13:30.038603,17.16
2,2025-05-14T11:13:33.039576,2025-05-14T11:13:52.932057,19.89
3,2025-05-14T11:13:55.932973,2025-05-14T11:14:22.657682,26.72
4,2025-05-14T11:14:25.660479,2025-05-14T11:14:48.138602,22.48
5,2025-05-14T11:14:51.138785,2025-05-14T11:15:14.265583,23.13
6,2025-05-14T11:15:17.266276,2025-05-14T11:15:39.643941,22.38
7,2025-05-14T11:15:42.646306,2025-05-14T11:16:04.847622,22.2
8,2025-05-14T11:16:07.850287,2025-05-14T11:16:28.530159,20.68
9,2025-05-14T11:16:31.533496,2025-05-14T11:16:57.304666,25.77
10,2025-05-14T11:17:00.306734,2025-05-14T11:17:25.525758,25.22
11,2025-05-14T11:17:28.526275,2025-05-14T11:17:51.247336,22.72
12,2025-05-14T11:17:54.250334,2025-05-14T11:18:14.679723,20.43
13,2025-05-14T11:18:17.682250,2025-05-14T11:18:37.861778,20.18
14,2025-05-14T11:18:40.862659,2025-05-14T11:19:03.595728,22.73
15,2025-05-14T11:19:06.598256,2025-05-14T11:19:27.259178,20.66
16,2025-05-14T11:19:30.262262,2025-05-14T11:19:54.688931,24.43
17,2025-05-14T11:19:57.690294,2025-05-14T11:20:20.131966,22.44
18,2025-05-14T11:20:23.135075,2025-05-14T11:20:42.584078,19.45
19,2025-05-14T11:20:45.586362,2025-05-14T11:21:10.494718,24.91
20,2025-05-14T11:21:13.498514,2025-05-14T11:21:37.306960,23.81
