iteration,start_time,end_time,duration
1,2025-04-29T16:03:12.942723,2025-04-29T16:03:19.679910,6.74
2,2025-04-29T16:03:22.682265,2025-04-29T16:03:26.420431,3.74
3,2025-04-29T16:03:29.422274,2025-04-29T16:03:33.792567,4.37
4,2025-04-29T16:03:36.794260,2025-04-29T16:03:39.206533,2.41
5,2025-04-29T16:03:42.209833,2025-04-29T16:03:43.398939,1.19
6,2025-04-29T16:03:46.402123,2025-04-29T16:03:55.101770,8.7
7,2025-04-29T16:03:58.102242,2025-04-29T16:04:05.404560,7.3
8,2025-04-29T16:04:08.406253,2025-04-29T16:04:12.410994,4.0
9,2025-04-29T16:04:15.414236,2025-04-29T16:04:21.516938,6.1
10,2025-04-29T16:04:24.518249,2025-04-29T16:04:31.328043,6.81
11,2025-04-29T16:04:34.330252,2025-04-29T16:04:37.293162,2.96
12,2025-04-29T16:04:40.293823,2025-04-29T16:04:44.287017,3.99
13,2025-04-29T16:04:47.290244,2025-04-29T16:04:51.782794,4.49
14,2025-04-29T16:04:54.785631,2025-04-29T16:05:00.466508,5.68
15,2025-04-29T16:05:03.469243,2025-04-29T16:05:09.795896,6.33
16,2025-04-29T16:05:12.798246,2025-04-29T16:05:19.978241,7.18
17,2025-04-29T16:05:22.982591,2025-04-29T16:05:29.768053,6.79
18,2025-04-29T16:05:32.770251,2025-04-29T16:05:38.808735,6.04
19,2025-04-29T16:05:41.812013,2025-04-29T16:05:46.048224,4.24
20,2025-04-29T16:05:49.050249,2025-04-29T16:05:54.364324,5.31
